Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1260,5260525245,Rains (8/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525246,Rains (9/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525247,Rains (10/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525248,Rains (11/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525249,Rains (12/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525250,Rains (13/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525251,Rains (14/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525252,Rains (15/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525253,Rains (16/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525254,Rains (17/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525255,Rains (18/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525256,Rains (19/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260525257,Rains (20/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263195402,zsuit,0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263639945,JoelNix (1/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263639949,JoelNix (5/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263647577,JoelNix (9/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263654479,JoelNix (13/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5263654483,JoelNix (17/20),0,162.36,DST Panthers  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR DK Metcalf,,,
1260,5260554443,61Bubbletop,0,162.35999,DST Panthers  FLEX George Pickens QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Jake Ferguson WR Jaylen Waddle WR Luther Burden III WR Jalen Coker,,,
1307,5262583241,ATL05 (1/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583242,ATL05 (2/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583243,ATL05 (3/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583244,ATL05 (4/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583245,ATL05 (5/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583246,ATL05 (6/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583247,ATL05 (7/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583248,ATL05 (8/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583249,ATL05 (9/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5262583250,ATL05 (10/20),0,161.95999,DST Cardinals  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Malik Washington,,,
1307,5263779678,ambercade,0,161.95999,DST Panthers  FLEX Aaron Jones Sr. QB Dak Prescott RB Derrick Henry RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Garrett Wilson WR DK Metcalf,,,
1318,5261347952,72TheThrill72 (2/12),0,161.88,DST Broncos  FLEX Christian McCaffrey QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Jalen Coker WR Quentin Johnston,,,
1319,5260892700,Texantouchdown (1/2),0,161.86,DST Buccaneers  FLEX Dalton Schultz QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Garrett Wilson WR Stefon Diggs,,,
1319,5260892701,Texantouchdown (2/2),0,161.86,DST Buccaneers  FLEX Dalton Schultz QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Garrett Wilson WR Stefon Diggs,,,
1321,5262300864,enriquel6,0,161.82,DST Panthers  FLEX Parker Washington QB Carson Wentz RB Derrick Henry RB Aaron Jones Sr. TE Mike Gesicki WR Ja'Marr Chase WR CeeDee Lamb WR Garrett Wilson,,,
1321,5263247536,DFS_Magician (1/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247537,DFS_Magician (2/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247538,DFS_Magician (3/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247539,DFS_Magician (4/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247540,DFS_Magician (5/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247541,DFS_Magician (6/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247542,DFS_Magician (7/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247543,DFS_Magician (8/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247544,DFS_Magician (9/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247545,DFS_Magician (10/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247546,DFS_Magician (11/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247547,DFS_Magician (12/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247548,DFS_Magician (13/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247549,DFS_Magician (14/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247550,DFS_Magician (15/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247551,DFS_Magician (16/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247552,DFS_Magician (17/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247553,DFS_Magician (18/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247554,DFS_Magician (19/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1321,5263247555,DFS_Magician (20/20),0,161.82,DST Jets  FLEX Christian McCaffrey QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DK Metcalf WR Jalen Coker,,,
1342,5262792590,getusum29 (1/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792591,getusum29 (2/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792592,getusum29 (3/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792593,getusum29 (4/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792594,getusum29 (5/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792595,getusum29 (6/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792596,getusum29 (7/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792597,getusum29 (8/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792598,getusum29 (9/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792599,getusum29 (10/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792600,getusum29 (11/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792601,getusum29 (12/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792602,getusum29 (13/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792603,getusum29 (14/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792604,getusum29 (15/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792605,getusum29 (16/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792606,getusum29 (17/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792607,getusum29 (18/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792608,getusum29 (19/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1342,5262792609,getusum29 (20/20),0,161.76,DST Chargers  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Devaughn Vele,,,
1362,5262831120,Omega_Supreme,0,161.7,DST Panthers  FLEX Aaron Jones Sr. QB Drew Lock RB Bijan Robinson RB Javonte Williams TE Trey McBride WR Jaxon Smith-Njigba WR Devaughn Vele WR Xavier Hutchinson,,,
1363,5262632394,ryan.moniz,0,161.68001,DST Patriots  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Bucky Irving RB Aaron Jones Sr. TE Michael Mayer WR Emeka Egbuka WR George Pickens WR Jalen Coker,,,
1363,5263469440,dimitry225,0,161.68001,DST Cardinals  FLEX Derrick Henry QB Brock Purdy RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Jalen Coker,,,
1365,5262131424,kicker122000 (1/7),0,161.66,DST Chargers  FLEX Michael Mayer QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Garrett Wilson WR Matthew Golden,,,
1366,5263338997,Eljefe2004,0,161.62,DST Panthers  FLEX Christian Watson QB Carson Wentz RB Derrick Henry RB Ashton Jeanty TE Dalton Schultz WR Justin Jefferson WR CeeDee Lamb WR Devaughn Vele,,,
1367,5260205463,Molloyslugger6,0,161.48,DST Raiders  FLEX Ja'Marr Chase QB Brock Purdy RB Breece Hall RB Chuba Hubbard TE Dalton Schultz WR Justin Jefferson WR Stefon Diggs WR DK Metcalf,,,
1368,5260301201,Pappythunder,0,161.44,DST Texans  FLEX Mark Andrews QB Jayden Daniels RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Rashod Bateman,,,
1369,5261092406,greatness757 (5/20),0,161.42,DST Buccaneers  FLEX Terry McLaurin QB C.J. Stroud RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR DeVonta Smith WR Matthew Golden,,,
1369,5262757798,zachtx19,0,161.42,DST Texans  FLEX Xavier Hutchinson QB C.J. Stroud RB David Montgomery RB Bucky Irving TE Dalton Schultz WR Jaxon Smith-Njigba WR Ja'Marr Chase WR Emeka Egbuka,,,
1371,5261956039,minn21 (8/20),0,161.28,DST Packers  FLEX Deebo Samuel Sr. QB Brock Purdy RB Christian McCaffrey RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Kayshon Boutte,,,
1371,5261958724,minn21 (9/20),0,161.28,DST Packers  FLEX Deebo Samuel Sr. QB Brock Purdy RB Christian McCaffrey RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Kayshon Boutte,,,
1371,5261958725,minn21 (10/20),0,161.28,DST Packers  FLEX Deebo Samuel Sr. QB Brock Purdy RB Christian McCaffrey RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Terry McLaurin WR Kayshon Boutte,,,
1374,5262734770,bobdaily726,0,161.18,DST Patriots  FLEX George Kittle QB Baker Mayfield RB Derrick Henry RB David Montgomery TE Mark Andrews WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Dontayvion Wicks,,,
1375,5263796697,Eirikson1981,0,161.16,DST Jets  FLEX Breece Hall QB Dak Prescott RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR DeVonta Smith WR Emeka Egbuka WR George Pickens,,,
1376,5263873905,wadebeaty (10/10),0,161.1,DST Packers  FLEX Jaxon Smith-Njigba QB Jordan Love RB Breece Hall RB Bucky Irving TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Matthew Golden,,,
1377,5258314479,mlgcdizzy,0,160.98001,DST Panthers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Jacory Croskey-Merritt TE Dalton Schultz WR Ja'Marr Chase WR Parker Washington WR Michael Wilson,,,
1378,5263886598,AlexMitchell72,0,160.86,DST Jaguars  FLEX Bijan Robinson QB Dak Prescott RB Christian McCaffrey RB Derrick Henry TE Dalton Schultz WR Stefon Diggs WR Jalen Coker WR Devaughn Vele,,,
1379,5259889615,ehlowel (1/20),0,160.66,DST 49ers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Wan'Dale Robinson WR Devaughn Vele,,,
1379,5259889816,ehlowel (2/20),0,160.66,DST 49ers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Wan'Dale Robinson WR Devaughn Vele,,,
1379,5259899186,ehlowel (11/20),0,160.66,DST 49ers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Wan'Dale Robinson WR Devaughn Vele,,,
1379,5259899200,ehlowel (12/20),0,160.66,DST 49ers  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Wan'Dale Robinson WR Devaughn Vele,,,
1383,5262107081,rkalvers1s (5/20),0,160.62,DST Raiders  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR CeeDee Lamb WR Jalen Coker WR Kalif Raymond,,,
1383,5263421890,rkalvers1s (8/20),0,160.62,DST Raiders  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR CeeDee Lamb WR Jalen Coker WR Kalif Raymond,,,
1385,5262565131,CluelessLoser,0,160.58,DST Browns  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Xavier Hutchinson,,,
1386,5262748423,fhertle,0,160.56,DST Jaguars  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Jacory Croskey-Merritt TE Dalton Schultz WR CeeDee Lamb WR Jalen Coker WR Demarcus Robinson,,,
1386,5263470875,ECroll21,0,160.56,DST Jets  FLEX Mark Andrews QB Dak Prescott RB Bijan Robinson RB Omarion Hampton TE Dalton Schultz WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
1388,5262948672,shoring99 (1/7),0,160.54,DST 49ers  FLEX Chuba Hubbard QB Jayden Daniels RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR CeeDee Lamb WR Stefon Diggs WR Matthew Golden,,,
1389,5262678558,BJS79 (9/17),0,160.46,DST Patriots  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR Matthew Golden,,,
1389,5262678559,BJS79 (10/17),0,160.46,DST Patriots  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR Matthew Golden,,,
1389,5263836804,BJS79 (12/17),0,160.46,DST Patriots  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR Matthew Golden,,,
1389,5263843861,BJS79 (17/17),0,160.46,DST Patriots  FLEX Christian McCaffrey QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Terry McLaurin WR Matthew Golden,,,
1393,5257672548,mshaas (1/4),0,160.36,DST Titans  FLEX Aaron Jones Sr. QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR CeeDee Lamb WR Garrett Wilson WR Terry McLaurin,,,
1394,5263462735,Mairs22 (3/6),0,160.3,DST Seahawks  FLEX Aaron Jones Sr. QB Lamar Jackson RB Bijan Robinson RB Jacory Croskey-Merritt TE Dalton Schultz WR Jaxon Smith-Njigba WR Matthew Golden WR Rashod Bateman,,,
1394,5263462753,Mairs22 (6/6),0,160.3,DST Seahawks  FLEX Aaron Jones Sr. QB Lamar Jackson RB Bijan Robinson RB Jacory Croskey-Merritt TE Dalton Schultz WR Jaxon Smith-Njigba WR Matthew Golden WR Rashod Bateman,,,
1396,5261868099,macjohnny83,0,160.26,DST Jaguars  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Derrick Henry TE Jake Ferguson WR Stefon Diggs WR Terry McLaurin WR Devaughn Vele,,,
1397,5262993867,Jflash29x (1/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993868,Jflash29x (2/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993869,Jflash29x (3/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993870,Jflash29x (4/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993871,Jflash29x (5/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993872,Jflash29x (6/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
1397,5262993873,Jflash29x (7/20),0,160.16,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR George Pickens WR Garrett Wilson WR Matthew Golden,,,
