Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6914,5261135369,AverageAce (3/3),0,127.56001,DST Panthers  FLEX Rome Odunze QB Jalen Hurts RB Jadarian Price RB Kyle Monangai TE Colston Loveland WR Ja'Marr Chase WR DeVonta Smith WR Jakobi Meyers,,,
6914,5260767838,petruzzi203 (1/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767839,petruzzi203 (2/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767840,petruzzi203 (3/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767841,petruzzi203 (4/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767842,petruzzi203 (5/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767843,petruzzi203 (6/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767844,petruzzi203 (7/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767845,petruzzi203 (8/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767846,petruzzi203 (9/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767847,petruzzi203 (10/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767848,petruzzi203 (11/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767849,petruzzi203 (12/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767850,petruzzi203 (13/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767851,petruzzi203 (14/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767852,petruzzi203 (15/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767853,petruzzi203 (16/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767854,petruzzi203 (17/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767855,petruzzi203 (18/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767856,petruzzi203 (19/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5260767857,petruzzi203 (20/20),0,127.56,DST Jaguars  FLEX Ashton Jeanty QB Dak Prescott RB Derrick Henry RB Bucky Irving TE Michael Mayer WR George Pickens WR Parker Washington WR Stefon Diggs,,,
6914,5261794994,Chavonna,0,127.56,DST Seahawks  FLEX Dallas Goedert QB Dak Prescott RB D'Andre Swift RB Kyle Monangai TE Tucker Kraft WR CeeDee Lamb WR Emeka Egbuka WR Jalen Coker,,,
6936,5260064561,38_Yards (1/2),0,127.479996,DST Texans  FLEX Tommy Tremble QB Brock Purdy RB Derrick Henry RB Bucky Irving TE Mike Gesicki WR Justin Jefferson WR CeeDee Lamb WR Christian Watson,,,
6936,5260228926,nelo_jesus,0,127.479996,DST Buccaneers  FLEX D'Andre Swift QB Bryce Young RB Saquon Barkley RB Bucky Irving TE Brenton Strange WR CeeDee Lamb WR Tetairoa McMillan WR Devaughn Vele,,,
6936,5261638834,migneron12B,0,127.479996,DST Chargers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR George Pickens WR Garrett Wilson WR DK Metcalf,,,
6939,5262775410,kltruban,0,127.46001,DST Ravens  FLEX Mike Evans QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Mike Gesicki WR CeeDee Lamb WR Garrett Wilson WR Xavier Hutchinson,,,
6940,5263011830,geneseohawk (4/6),0,127.42,DST Jets  FLEX De'Von Achane QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Justin Jefferson WR Matthew Golden WR Rashod Bateman,,,
6941,5256541781,Taydukes1 (1/2),0,127.380005,DST Browns  FLEX David Montgomery QB Brock Purdy RB Derrick Henry RB Alvin Kamara TE George Kittle WR DeVonta Smith WR Mike Evans WR Deebo Samuel Sr.,,,
6941,5262031159,brunn044,0,127.38,DST Jaguars  FLEX Ashton Jeanty QB Brock Purdy RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR Garrett Wilson WR Luther Burden III WR Jalen Coker,,,
6943,5260534033,miguelag08 (1/5),0,127.32,DST Broncos  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Xavier Hutchinson,,,
6943,5260534034,miguelag08 (2/5),0,127.32,DST Broncos  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Xavier Hutchinson,,,
6943,5260534035,miguelag08 (3/5),0,127.32,DST Broncos  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Xavier Hutchinson,,,
6943,5260534036,miguelag08 (4/5),0,127.32,DST Broncos  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Xavier Hutchinson,,,
6943,5260534037,miguelag08 (5/5),0,127.32,DST Broncos  FLEX Derrick Henry QB Carson Wentz RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR Ja'Marr Chase WR Xavier Hutchinson,,,
6948,5263873897,wadebeaty (2/10),0,127.3,DST Ravens  FLEX DeMario Douglas QB Lamar Jackson RB Derrick Henry RB Javonte Williams TE Mark Andrews WR Jaxon Smith-Njigba WR Garrett Wilson WR Roman Wilson,,,
6949,5263133543,judesaint777 (2/2),0,127.28001,DST Cowboys  FLEX Matthew Golden QB Malik Willis RB Breece Hall RB Travis Etienne Jr. TE Colston Loveland WR Ja'Marr Chase WR CeeDee Lamb WR Jalen Coker,,,
6949,5263760364,scheatham (1/4),0,127.28,DST 49ers  FLEX George Kittle QB Brock Purdy RB Bijan Robinson RB David Montgomery TE Brenton Strange WR Jaxon Smith-Njigba WR Jayden Reed WR Kayshon Boutte,,,
6949,5263768038,scheatham (2/4),0,127.28,DST 49ers  FLEX George Kittle QB Brock Purdy RB Bijan Robinson RB David Montgomery TE Brenton Strange WR Jaxon Smith-Njigba WR Jayden Reed WR Kayshon Boutte,,,
6949,5263768315,scheatham (3/4),0,127.28,DST 49ers  FLEX George Kittle QB Brock Purdy RB Bijan Robinson RB David Montgomery TE Brenton Strange WR Jaxon Smith-Njigba WR Jayden Reed WR Kayshon Boutte,,,
6949,5263773748,scheatham (4/4),0,127.28,DST 49ers  FLEX George Kittle QB Brock Purdy RB Bijan Robinson RB David Montgomery TE Brenton Strange WR Jaxon Smith-Njigba WR Jayden Reed WR Kayshon Boutte,,,
6949,5263819390,sbrignon,0,127.28,DST Jaguars  FLEX Chuba Hubbard QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Garrett Wilson WR Parker Washington WR Jalen Coker,,,
6955,5262386080,Alladagod,0,127.26001,DST Jaguars  FLEX Matthew Golden QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Emeka Egbuka WR Tee Higgins WR Stefon Diggs,,,
6955,5260013769,angel2013,0,127.26,DST Ravens  FLEX Bijan Robinson QB Dak Prescott RB Bucky Irving RB Aaron Jones Sr. TE Mike Gesicki WR CeeDee Lamb WR Luther Burden III WR Dontayvion Wicks,,,
6955,5261092408,greatness757 (7/20),0,127.26,DST Buccaneers  FLEX Javonte Williams QB Dak Prescott RB Bijan Robinson RB Bucky Irving TE Dalton Schultz WR George Pickens WR Jalen Coker WR Matthew Golden,,,
6958,5257927976,daltondeldon,0,127.22,DST Dolphins  FLEX Javonte Williams QB Bo Nix RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Garrett Wilson WR Stefon Diggs WR Terry McLaurin,,,
6959,5257527006,bhiup8,0,127.18,DST Texans  FLEX Denzel Boston QB Brock Purdy RB Derrick Henry RB Ashton Jeanty TE Mark Andrews WR Mike Evans WR Emeka Egbuka WR Jalen Coker,,,
6959,5257908920,brianlarkin20,0,127.18,DST 49ers  FLEX CeeDee Lamb QB Brock Purdy RB Ashton Jeanty RB Bucky Irving TE Mike Gesicki WR Mike Evans WR Parker Washington WR Caleb Douglas,,,
6959,5262642516,treyami,0,127.18,DST Cardinals  FLEX Breece Hall QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Jalen Coker WR Demarcus Robinson,,,
6962,5262912633,Jasonk01 (1/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262912763,Jasonk01 (2/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262912776,Jasonk01 (3/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262912813,Jasonk01 (4/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262913071,Jasonk01 (5/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919152,Jasonk01 (6/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919167,Jasonk01 (7/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919194,Jasonk01 (8/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919239,Jasonk01 (9/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919256,Jasonk01 (10/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919269,Jasonk01 (11/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262919299,Jasonk01 (12/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929190,Jasonk01 (13/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929198,Jasonk01 (14/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929265,Jasonk01 (15/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929312,Jasonk01 (16/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929360,Jasonk01 (17/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929412,Jasonk01 (18/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929450,Jasonk01 (19/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6962,5262929457,Jasonk01 (20/20),0,127.159996,DST Titans  FLEX Derrick Henry QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Mark Andrews WR Garrett Wilson WR Jalen Coker WR Devaughn Vele,,,
6982,5263742135,cheesepup12,0,127.079994,DST Jets  FLEX Tyler Allgeier QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dallas Goedert WR Ja'Marr Chase WR Jalen Coker WR Rashod Bateman,,,
6982,5263773707,Vonny13 (2/2),0,127.079994,DST Ravens  FLEX George Pickens QB Justin Herbert RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR CeeDee Lamb WR Quentin Johnston WR Devontez Walker,,,
6984,5262986798,snakey83,0,127.060005,DST Jaguars  FLEX George Pickens QB Dak Prescott RB Bijan Robinson RB Aaron Jones Sr. TE Dallas Goedert WR CeeDee Lamb WR Jalen Coker WR Antonio Williams,,,
6985,5263684643,jj3384,0,127.020004,DST Titans  FLEX Javonte Williams QB Carson Wentz RB Bijan Robinson RB Christian McCaffrey TE Dalton Schultz WR Ja'Marr Chase WR DK Metcalf WR Matthew Golden,,,
6986,5262377544,DumpsterJuice512,0,127.00001,DST 49ers  FLEX Ryan Flournoy QB Lamar Jackson RB Christian McCaffrey RB Derrick Henry TE Dallas Goedert WR CeeDee Lamb WR Devaughn Vele WR Jack Bech,,,
6987,5263289898,youbr711,0,126.98,DST 49ers  FLEX Garrett Wilson QB Bryce Young RB Bijan Robinson RB TreVeyon Henderson TE Trey McBride WR Michael Wilson WR Matthew Golden WR Rashod Bateman,,,
6987,5260316934,A_Mazing,0,126.979996,DST Jaguars  FLEX Josh Cameron QB Brock Purdy RB Derrick Henry RB Ashton Jeanty TE Dallas Goedert WR Jaxon Smith-Njigba WR Christian Watson WR Deebo Samuel Sr.,,,
6989,5261272690,tea7722,0,126.92,DST Steelers  FLEX Jaxon Smith-Njigba QB Drake Maye RB David Montgomery RB D'Andre Swift TE George Kittle WR Tee Higgins WR DK Metcalf WR Rashid Shaheed,,,
6989,5263122915,portcitychiro,0,126.92,DST Titans  FLEX Jaxon Smith-Njigba QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Hunter Henry WR Justin Jefferson WR Rashod Bateman WR Kyle Williams,,,
6991,5256537963,T41129130907 (1/20),0,126.86,DST Titans  FLEX Terry McLaurin QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR Chris Olave WR George Pickens WR Quentin Johnston,,,
6992,5262617993,jp4502,0,126.84,DST Panthers  FLEX Rhamondre Stevenson QB Jayden Daniels RB Bijan Robinson RB Javonte Williams TE Dalton Schultz WR George Pickens WR Garrett Wilson WR DK Metcalf,,,
6993,5263330670,CKBronco18 (2/15),0,126.8,DST Eagles  FLEX George Kittle QB Drew Lock RB David Montgomery RB Jadarian Price TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Kendrick Bourne,,,
6994,5261832685,MRhenry40,0,126.78001,DST Packers  FLEX Devaughn Vele QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Tucker Kraft WR Tetairoa McMillan WR Stefon Diggs WR Carnell Tate,,,
6994,5263273556,jrborland,0,126.78,DST Broncos  FLEX Aaron Jones Sr. QB Baker Mayfield RB Saquon Barkley RB Jadarian Price TE Dalton Schultz WR Justin Jefferson WR CeeDee Lamb WR Rome Odunze,,,
6996,5263088928,jswolfe1255 (15/20),0,126.76,DST Texans  FLEX Javonte Williams QB Dak Prescott RB Christian McCaffrey RB Saquon Barkley TE Dalton Schultz WR George Pickens WR Terry McLaurin WR Devaughn Vele,,,
6997,5263111394,theregoesmybeermoney,0,126.74,DST Bengals  FLEX Aaron Jones Sr. QB Jayden Daniels RB Bijan Robinson RB Derrick Henry TE Dallas Goedert WR Ja'Marr Chase WR Rashod Bateman WR Kalif Raymond,,,
6998,5263393059,deepcdmt96,0,126.72,DST Ravens  FLEX Bijan Robinson QB Carson Wentz RB Ashton Jeanty RB Aaron Jones Sr. TE Dalton Schultz WR Justin Jefferson WR CeeDee Lamb WR Xavier Hutchinson,,,
6999,5262114505,Gstyron174 (4/6),0,126.68001,DST Buccaneers  FLEX Javonte Williams QB Brock Purdy RB Breece Hall RB Bucky Irving TE Jake Ferguson WR Ja'Marr Chase WR Emeka Egbuka WR Caleb Douglas,,,
6999,5262356534,horsebot9000 (1/5),0,126.68,DST Buccaneers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Mike Evans WR DK Metcalf WR Matthew Golden,,,
6999,5262356540,horsebot9000 (2/5),0,126.68,DST Buccaneers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Mike Evans WR DK Metcalf WR Matthew Golden,,,
6999,5262356545,horsebot9000 (3/5),0,126.68,DST Buccaneers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Mike Evans WR DK Metcalf WR Matthew Golden,,,
6999,5262356547,horsebot9000 (4/5),0,126.68,DST Buccaneers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Mike Evans WR DK Metcalf WR Matthew Golden,,,
6999,5262365264,horsebot9000 (5/5),0,126.68,DST Buccaneers  FLEX Aaron Jones Sr. QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Mike Evans WR DK Metcalf WR Matthew Golden,,,
6999,5262496306,kgaah01,0,126.68,DST 49ers  FLEX Christian McCaffrey QB Brock Purdy RB Derrick Henry RB Aaron Jones Sr. TE Noah Fant WR Ja'Marr Chase WR Quentin Johnston WR Germie Bernard,,,
6999,5263022085,whoagee123,0,126.68,DST 49ers  FLEX TreVeyon Henderson QB Justin Herbert RB D'Andre Swift RB Aaron Jones Sr. TE Colston Loveland WR Jaxon Smith-Njigba WR Christian Watson WR Rashid Shaheed,,,
7007,5261860559,picklebarrell (2/7),0,126.619995,DST Cowboys  FLEX Bhayshul Tuten QB Caleb Williams RB Saquon Barkley RB Jadarian Price TE Jake Ferguson WR Jaxon Smith-Njigba WR Tee Higgins WR Devaughn Vele,,,
7008,5261068366,nwarra (1/15),0,126.58001,DST Patriots  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR DK Metcalf WR Matthew Golden WR Caleb Douglas,,,
7008,5261068367,nwarra (2/15),0,126.58001,DST Patriots  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR DK Metcalf WR Matthew Golden WR Caleb Douglas,,,
7008,5261068368,nwarra (3/15),0,126.58001,DST Patriots  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR DK Metcalf WR Matthew Golden WR Caleb Douglas,,,
7008,5261068369,nwarra (4/15),0,126.58001,DST Patriots  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR DK Metcalf WR Matthew Golden WR Caleb Douglas,,,
7008,5261068370,nwarra (5/15),0,126.58001,DST Patriots  FLEX Christian McCaffrey QB Brock Purdy RB Bijan Robinson RB Derrick Henry TE Michael Mayer WR DK Metcalf WR Matthew Golden WR Caleb Douglas,,,
7008,5262626409,milanmpi1 (1/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626410,milanmpi1 (2/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626411,milanmpi1 (3/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626412,milanmpi1 (4/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626413,milanmpi1 (5/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626414,milanmpi1 (6/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626415,milanmpi1 (7/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626416,milanmpi1 (8/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626417,milanmpi1 (9/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626418,milanmpi1 (10/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626419,milanmpi1 (11/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626420,milanmpi1 (12/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626421,milanmpi1 (13/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626422,milanmpi1 (14/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626423,milanmpi1 (15/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626424,milanmpi1 (16/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626425,milanmpi1 (17/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626426,milanmpi1 (18/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626427,milanmpi1 (19/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7008,5262626428,milanmpi1 (20/20),0,126.58,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Michael Mayer WR CeeDee Lamb WR DK Metcalf WR Matthew Golden,,,
7033,5262245148,SWehofer,0,126.560005,DST Eagles  FLEX Rome Odunze QB Dak Prescott RB Derrick Henry RB Jacory Croskey-Merritt TE Mark Andrews WR DeVonta Smith WR George Pickens WR Devaughn Vele,,,
7034,5259439488,Jamesd-21 (1/4),0,126.52,DST Jaguars  FLEX Derrick Henry QB C.J. Stroud RB Breece Hall RB Bucky Irving TE Dallas Goedert WR DeVonta Smith WR Garrett Wilson WR Matthew Golden,,,
